,INF_ALL,TG,HU,RR,FG
2019-05-05,0.0,157.26984126984127,53.82539682539683,2.9523809523809526,34.82539682539683
2019-05-12,0.0,176.0,53.95238095238095,4.349206349206349,38.19047619047619
2019-05-19,0.0,166.61904761904762,50.20634920634921,28.539682539682538,41.92063492063492
2019-05-26,0.0,173.79365079365078,54.60317460317461,12.317460317460318,36.19047619047619
2019-06-02,0.0,201.5079365079365,44.96825396825397,1.380952380952381,35.15873015873016
2019-06-09,0.0,187.34920634920636,49.761904761904766,9.53968253968254,42.04761904761905
2019-06-16,0.0,181.57142857142856,48.03174603174603,2.412698412698413,35.74603174603175
2019-06-23,0.0,217.2698412698413,52.38095238095238,3.888888888888889,34.42857142857142
2019-06-30,0.0,256.39682539682536,48.19047619047619,0.984126984126984,32.07936507936508
2019-07-07,0.0,249.3174603174603,49.84126984126984,2.3809523809523814,31.460317460317462
2019-07-14,0.0,246.31746031746036,49.93650793650794,10.682539682539682,30.95238095238095
2019-07-21,0.0,255.3968253968254,49.14285714285714,2.4761904761904763,31.19047619047619
2019-07-28,0.0,254.14285714285714,47.95238095238095,16.33333333333333,35.650793650793645
2019-08-04,0.0,241.46031746031747,49.714285714285715,4.825396825396826,30.396825396825395
2019-08-11,0.0,253.03174603174602,52.301587301587304,12.365079365079364,33.74603174603175
2019-08-18,0.0,240.5079365079365,48.492063492063494,3.0634920634920637,30.80952380952381
2019-08-25,0.0,238.7936507936508,53.492063492063494,17.873015873015873,27.88888888888889
2019-09-01,0.0,238.46031746031747,58.460317460317455,17.46031746031746,24.22222222222222
2019-09-08,0.0,220.12698412698413,50.06349206349206,7.079365079365079,32.93650793650794
2019-09-15,0.0,199.52380952380952,60.38095238095238,41.60317460317461,37.73015873015873
2019-09-22,0.0,215.57142857142856,65.93650793650794,17.253968253968253,25.555555555555557
2019-09-29,0.0,205.38095238095238,58.01587301587301,0.7619047619047619,25.0
2019-10-06,1.0,198.65079365079364,56.58730158730159,5.825396825396826,29.936507936507937
2019-10-13,0.0,202.82539682539684,59.95238095238095,4.412698412698413,29.603174603174605
2019-10-20,0.0,158.03174603174602,67.19047619047619,28.90476190476191,33.301587301587304
2019-10-27,2.0,139.34920634920636,69.5079365079365,39.2063492063492,26.126984126984127
2019-11-03,5.0,174.41269841269843,71.52380952380952,21.80952380952381,33.23809523809524
2019-11-10,4.0,114.26984126984127,65.73015873015873,49.61904761904762,49.14285714285714
2019-11-17,13.0,91.53968253968254,70.42857142857143,52.41269841269841,41.14285714285714
2019-11-24,22.0,89.93650793650794,74.23809523809524,35.07936507936508,42.15873015873016
2019-12-01,22.0,127.96825396825398,75.39682539682539,24.11111111111111,35.77777777777778
2019-12-08,27.0,88.04761904761905,79.82539682539682,30.492063492063494,27.555555555555557
2019-12-15,58.0,108.93650793650794,68.71428571428572,24.523809523809522,49.06349206349206
2019-12-22,29.0,118.42857142857143,75.63492063492063,63.95238095238095,50.73015873015873
2019-12-29,48.0,106.85714285714286,68.9973544973545,0.047619047619047616,20.650793650793652
2020-01-05,195.0,76.92063492063491,72.76190476190476,0.746031746031746,20.285714285714285
2020-01-12,329.0,71.76190476190476,71.85714285714285,1.7777777777777777,23.333333333333332
2020-01-19,397.0,80.34920634920634,72.11111111111111,19.96825396825397,38.666666666666664
2020-01-26,395.0,70.57142857142857,81.01587301587301,105.14285714285714,36.01587301587302
2020-02-02,356.0,128.63492063492063,73.57142857142857,9.587301587301589,33.77777777777778
2020-02-09,258.0,111.53968253968254,70.73015873015873,2.253968253968254,26.476190476190474
2020-02-16,166.0,123.6984126984127,73.9047619047619,1.6825396825396826,26.22222222222222
2020-02-23,113.0,109.96825396825398,64.66666666666667,3.238095238095238,24.015873015873016
2020-03-01,76.0,122.55555555555556,60.06349206349206,16.714285714285715,40.238095238095234
2020-03-08,56.0,115.76190476190476,63.587301587301596,22.682539682539684,55.0
2020-03-15,5.0,137.984126984127,62.333333333333336,17.460317460317462,30.80952380952381
2020-03-22,0.0,112.87301587301587,75.96825396825398,46.333333333333336,33.476190476190474
2020-03-29,0.0,103.76190476190476,66.47619047619047,12.809523809523808,30.412698412698415
2020-04-05,0.0,100.22222222222223,71.95238095238095,50.07936507936508,36.111111111111114
2020-04-12,0.0,145.15873015873018,74.30158730158729,24.634920634920636,26.07936507936508
2020-04-19,0.0,144.1904761904762,75.71428571428572,44.55555555555556,34.44444444444444
2020-04-26,0.0,146.95238095238093,72.82539682539682,27.349206349206348,27.857142857142858
2020-05-03,0.0,169.74603174603175,60.492063492063494,5.333333333333332,35.82539682539683
2020-05-10,0.0,186.58730158730157,60.111111111111114,22.444444444444443,33.55555555555556
2020-05-17,0.0,146.96825396825398,71.31746031746032,54.23809523809524,31.380952380952383
2020-05-24,0.0,207.15873015873018,52.301587301587304,3.682539682539683,28.015873015873016
2020-05-31,0.0,213.9206349206349,54.238095238095234,16.095238095238095,28.317460317460316
2020-06-07,0.0,198.9047619047619,59.82539682539683,31.333333333333332,35.07936507936508
2020-06-14,0.0,176.38095238095238,54.22222222222222,17.07936507936508,40.349206349206355
2020-06-21,0.0,202.9047619047619,55.96825396825396,4.333333333333333,29.98412698412698
2020-06-28,0.0,238.58730158730157,52.904761904761905,2.984126984126984,31.0
2020-07-05,0.0,240.8095238095238,49.888888888888886,5.365079365079364,32.904761904761905
2020-07-12,0.0,251.4920634920635,51.39682539682539,6.492063492063492,30.57142857142857
2020-07-19,0.0,246.2698412698413,46.80952380952381,2.0634920634920637,33.666666666666664
2020-09-27,0.0,185.58730158730157,61.38095238095238,25.412698412698415,39.349206349206355
2020-10-04,0.0,162.73015873015873,57.73015873015873,28.57142857142857,36.39682539682539
2020-10-11,0.0,172.84126984126982,62.0952380952381,6.253968253968254,29.88888888888889
2020-10-18,0.0,131.93650793650792,58.47619047619048,8.952380952380953,30.698412698412696
2020-10-25,0.0,154.84126984126982,71.04761904761905,67.94973544973544,40.111111111111114
2020-11-01,0.0,143.9047619047619,66.39682539682539,4.883597883597883,26.873015873015873
2020-11-08,0.0,136.63492063492063,80.3015873015873,91.98412698412699,37.523809523809526
2020-11-15,0.0,134.76190476190476,79.0952380952381,10.177248677248677,25.253968253968253
2020-11-22,0.0,129.47619047619048,68.26984126984127,1.6666666666666667,23.349206349206348
2020-11-29,0.0,105.31746031746032,78.88888888888889,45.5978835978836,25.158730158730158
2020-12-06,0.0,79.98412698412699,69.17460317460318,26.056084656084654,37.58730158730159
2020-12-13,0.0,102.42857142857143,76.23809523809524,58.89682539682539,47.492063492063494
2020-12-20,0.0,96.87301587301587,81.44444444444444,16.677248677248677,30.682539682539684
2020-12-27,0.0,80.88888888888889,74.42857142857143,16.158730158730158,34.12698412698413
2021-01-03,0.0,53.03174603174603,67.60317460317461,30.85291005291005,47.85714285714286
2021-01-10,0.0,24.206349206349206,79.04761904761905,58.164021164021165,30.88888888888889
2021-01-17,0.0,50.55555555555556,65.66666666666667,2.111111111111111,34.31746031746032
2021-01-24,0.0,87.34920634920634,74.87301587301587,27.566137566137566,47.17460317460318
2021-01-31,0.0,127.49206349206351,77.30158730158729,36.57142857142858,41.42857142857142
2021-02-07,0.0,116.46031746031746,75.5079365079365,39.16931216931217,37.95238095238095
2021-02-14,1.0,109.03174603174602,72.53968253968254,33.17724867724868,40.82539682539683
2021-02-21,0.0,110.95238095238095,71.3015873015873,18.634920634920636,42.61904761904762
2021-02-28,1.0,106.76190476190476,73.07936507936509,4.968253968253968,32.58730158730159
2021-03-07,0.0,109.4920634920635,75.93650793650794,6.348677248677249,26.77777777777778
2021-03-14,0.0,104.47619047619047,65.28571428571428,4.590476190476191,33.46031746031746
2021-03-21,0.0,96.6984126984127,57.857142857142854,14.158730158730158,46.301587301587304
2021-03-28,0.0,120.82539682539681,58.111111111111114,0.0,29.365079365079364
2021-04-04,0.0,152.76190476190476,54.77777777777778,8.507936507936508,37.44444444444444
2021-04-11,0.0,129.06349206349205,65.11111111111111,27.883597883597886,35.07936507936508
2021-04-18,0.0,117.41269841269842,61.87301587301587,14.809523809523808,30.01587301587302
2021-04-25,0.0,142.41269841269843,68.38095238095238,24.814814814814817,33.04761904761905
2021-05-02,0.0,134.04761904761907,72.47619047619048,31.42857142857143,28.682539682539684
2021-05-09,0.0,164.71428571428572,59.31746031746032,14.095238095238095,33.46031746031746
2021-05-16,0.0,161.06349206349208,57.80952380952382,14.177248677248677,46.60317460317461
2021-05-23,0.0,170.25396825396825,56.04761904761905,10.253968253968255,32.36507936507937
2021-05-30,0.0,186.015873015873,57.98412698412699,6.042328042328042,27.71428571428571
2021-06-06,0.0,195.11111111111111,61.761904761904766,20.95238095238095,33.84126984126984
2021-06-13,0.0,226.5079365079365,51.93650793650794,10.82010582010582,30.92063492063492
2021-06-20,0.0,216.96825396825398,61.0952380952381,52.55343915343915,33.58730158730159
2021-06-27,0.0,204.0793650793651,55.80952380952381,16.650793650793652,35.53968253968254
2021-07-04,0.0,226.2698412698413,52.06349206349206,1.2063492063492065,32.77777777777778
2021-07-11,0.0,230.55555555555554,53.77777777777778,8.846560846560847,32.98412698412698
2021-07-18,0.0,227.22222222222223,48.85714285714286,6.285714285714286,37.57142857142858
