,NumValue,TG,HU,RR,FG
2019-01-01,34.0,75.11469534050178,66.51529271206691,18.03584229390681,36.655913978494624
2019-02-01,22.0,100.1904761904762,61.3452380952381,4.011904761904763,30.90079365079365
2019-03-01,24.0,121.99283154121865,54.647670250896056,7.523297491039427,34.344086021505376
2019-04-01,31.0,128.7111111111111,62.72592592592592,21.185185185185187,36.329629629629636
2019-05-01,41.0,172.38709677419354,52.16487455197133,11.18637992831541,38.516129032258064
2019-06-01,48.0,211.73703703703706,48.7962962962963,3.925925925925926,35.574074074074076
2019-07-01,95.0,249.22222222222223,49.18279569892473,8.265232974910395,32.344086021505376
2019-08-01,112.0,243.67383512544802,52.74551971326164,11.114695340501791,29.050179211469533
2019-09-01,149.0,211.38518518518518,58.403703703703705,15.944444444444445,30.114814814814817
2019-10-01,106.0,173.3763440860215,64.69175627240143,19.06810035842294,29.089605734767026
2019-11-01,81.0,113.02962962962962,71.14074074074074,39.40740740740741,43.03703703703704
2019-12-01,40.0,103.69534050179212,73.44970131421744,28.691756272401435,35.45161290322581
2020-01-01,61.0,81.97491039426524,74.3978494623656,30.849462365591396,31.268817204301076
2020-02-01,23.0,118.37164750957855,67.91954022988506,4.306513409961686,28.314176245210728
2020-03-01,18.0,115.26881720430109,67.91397849462366,31.620071684587813,38.20430107526882
2020-04-01,3.0,140.3148148148148,71.75925925925927,27.47037037037037,31.299999999999997
2020-05-01,5.0,189.47670250896056,59.31899641577061,21.810035842293907,30.698924731182792
2020-06-01,4.0,207.06666666666666,55.57037037037037,13.055555555555555,33.85925925925926
2020-07-01,7.0,253.37275985663084,49.505376344086024,3.921146953405018,31.462365591397845
2020-08-01,26.0,244.02150537634407,51.30537634408602,8.007168458781361,31.799283154121863
2020-09-01,16.0,208.8777777777778,56.32592592592593,16.68888888888889,30.07037037037037
2020-10-01,19.0,150.64874551971326,63.90681003584229,26.47726005575468,34.1146953405018
2020-11-01,17.0,127.22962962962963,76.48518518518519,35.012187557015146,27.3117496807152
2020-12-01,11.0,85.72759856630825,74.23655913978494,32.20756386186494,39.784946236559136
2021-01-01,15.0,69.415770609319,73.51971326164875,30.080124594640722,39.007168458781365
2021-02-01,7.0,110.8015873015873,73.10714285714285,23.86008230452675,38.49603174603175
2021-03-01,16.0,113.05376344086022,62.68458781362007,5.507945499571998,34.93189964157706
2021-04-01,17.0,133.18148148148148,66.52962962962962,24.05772669220945,31.729629629629628
2021-05-01,17.0,168.98924731182797,57.86021505376344,12.535688684075781,34.795698924731184
2021-06-01,32.0,210.46666666666667,56.9962962962963,21.03333333333333,33.559259259259264
2021-07-01,39.0,235.3691756272401,52.354838709677416,6.330585424133812,34.448028673835125
2021-08-01,67.0,243.29032258064515,53.16129032258065,12.909660351595834,29.78853046594982
2021-09-01,67.0,208.26296296296297,66.41481481481482,30.2124881291548,27.937037037037037
2021-10-01,79.0,167.63082437275986,66.40501792114695,20.482050014419315,26.164874551971323
2021-11-01,43.0,99.38888888888889,70.08148148148149,30.213838715562854,34.52477650063857
2021-12-01,31.0,100.16129032258065,74.72401433691756,19.597647275066628,37.59992584352985
2022-01-01,27.0,77.84587813620072,65.96774193548387,8.11296502286491,30.057347670250895
2022-02-01,17.0,102.98809523809524,62.90079365079365,4.305843621399177,30.17857142857143
2022-03-01,28.0,106.25448028673834,73.63082437275985,47.326335552142005,39.03225806451613
2022-04-01,26.0,127.60370370370372,63.24444444444445,26.410344827586204,37.718518518518515
2022-05-01,33.0,193.10752688172045,54.66308243727598,14.305640011535452,32.53763440860215
2022-06-01,49.0,231.07037037037037,50.93703703703704,6.190877577084474,32.83703703703704
2022-07-01,86.0,262.96774193548384,46.57347670250896,2.955596753594529,29.95603345280765
2022-08-01,100.0,257.8709677419355,50.46953405017921,6.298648704321675,30.21146953405018
2022-09-01,89.0,213.37407407407406,58.64351851851851,17.789342982829574,29.894586894586894
2022-10-01,103.0,190.55555555555554,67.29970984809694,14.091230114589402,27.838709677419352
2022-11-01,67.0,130.52592592592592,73.72962962962964,30.540476190476188,34.28263090676884
2022-12-01,44.0,107.94982078853046,79.7152927120669,34.888279452183795,30.616487455197134
2023-01-01,45.0,76.13978494623656,69.55197132616487,19.34611708482676,36.12186379928315
2023-02-01,36.0,80.46825396825396,63.01984126984127,9.809749016415683,30.023809523809526
2023-03-01,38.0,131.52329749103944,58.82795698924732,7.780744036583859,33.946236559139784
2023-04-01,38.0,158.9962962962963,52.029629629629625,5.3971902937420175,32.52222222222222
2023-05-01,47.0,175.33333333333334,56.505256869773,18.72893338277098,35.41481481481482
2023-06-01,54.0,224.25925925925924,60.1888888888889,20.218988674161086,29.603703703703705
2023-07-01,71.0,252.64157706093192,52.229390681003586,5.956178528759174,30.641577060931898
2023-08-01,109.0,256.9283154121864,48.641577060931894,6.689101287667596,32.76702508960574
2023-09-01,123.0,214.90370370370368,66.0925925925926,35.75830343205823,27.27804232804233
2023-10-01,130.0,186.99283154121864,65.75268817204301,31.425567502986855,31.4336917562724
2023-11-01,73.0,132.65185185185183,71.69999999999999,24.961184090494434,35.0
2023-12-01,40.0,92.86379928315412,71.8863287250384,13.061554872845196,31.344922341696538
