"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Reported cases","N","2013-04","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","BA","Bosnia and Herzegovina",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","HR","Croatia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","RS","Serbia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-05","XK","Kosovo",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","BA","Bosnia and Herzegovina",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2013-06","CZ","Czechia",0.000000000,""
